100000000112,8.45756074701628e-117
200000000144,5.514825225269825e-245
300000000336,0.0
400000000400,0.0
500000000544,0.0
600000000608,0.0
700000000656,0.0
800000000656,0.0
900000000768,0.0
1000000000896,0.0
1100000000976,0.0
1200000001008,0.0
1300000001008,0.0
1400000001072,0.0
1500000001136,0.0
1600000001296,0.0
1700000001312,0.0
1800000001312,0.0
1900000003136,0.0
2000000003312,0.0
2100000003312,0.0
2200000003488,0.0
2300000003552,0.0
2400000003712,0.0
2500000003856,0.0
2600000004016,0.0
2700000004048,0.0
2800000004208,0.0
2900000004384,0.0
3000000004560,0.0
3100000004704,0.0
3200000004784,0.0
3300000004880,0.0
3400000005040,0.0
3500000005088,0.0
3600000005152,0.0
3700000005248,0.0
3800000005424,0.0
3900000005504,0.0
4000000005856,0.0
4100000005856,0.0
4200000005984,0.0
4300000006032,0.0
4400000006176,0.0
4500000006320,0.0
4600000006496,0.0
4700000006496,0.0
4800000006640,0.0
4900000006832,0.0
5000000006912,0.0
5100000007008,0.0
5200000007136,0.0
5300000007136,0.0
5400000007296,0.0
5500000007456,0.0
5600000007648,0.0
5700000007824,0.0
5800000007904,0.0
5900000008064,0.0
6000000008112,0.0
6100000008448,0.0
6200000008544,0.0
6300000008640,0.0
6400000008704,0.0
6500000008864,0.0
6600000008928,0.0
6700000009008,0.0
6800000009120,0.0
6900000009312,0.0
7000000009328,0.0
7100000009376,0.0
7200000009504,0.0
7300000009648,0.0
7400000009728,0.0
7500000009792,0.0
7600000009808,0.0
7700000009984,0.0
7800000010032,0.0
7900000010224,0.0
8000000010320,0.0
8100000010448,0.0
8200000011152,0.0
8300000011232,0.0
8400000011424,0.0
8500000011472,0.0
8600000011520,0.0
8700000011632,0.0
8800000011824,0.0
8900000011984,0.0
9000000012032,0.0
9100000012064,0.0
9200000012096,0.0
9300000012208,0.0
9400000012272,0.0
9500000012464,0.0
9600000012624,0.0
9700000012624,0.0
9800000012640,0.0
9900000012816,0.0
10000000012928,0.0
10100000013104,0.0
10200000013248,0.0
10300000013936,0.0
10400000014016,0.0
10500000014080,0.0
10600000014272,0.0
10700000014336,0.0
10800000014480,0.0
10900000014480,0.0
11000000014512,0.0
11100000014624,0.0
11200000014672,0.0
11300000014800,0.0
11400000014832,0.0
11500000014896,0.0
11600000014976,0.0
11700000015168,0.0
11800000015344,0.0
11900000015456,0.0
12000000015648,0.0
12100000015728,0.0
12200000015808,0.0
12300000015808,0.0
12400000016544,0.0
12500000016544,0.0
12600000016576,0.0
12700000016720,0.0
12800000016784,0.0
12900000016944,0.0
13000000017136,0.0
13100000017248,0.0
13200000017328,0.0
13300000017344,0.0
