,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3.3E+12,0,0.999999122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-169,0,4.21E-12,2.61E-25,2.02E-07,1.49E-05,0.194004897,0.129128224,0.587983818,0.787110856,0.685018321,0.945303676,0.950819107,0.991148122,0.997921609
3.4E+12,0,0.999999135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58E-174,0,2.01E-12,5.00E-26,1.32E-07,1.10E-05,0.187426306,0.123943612,0.582568581,0.781931175,0.680128943,0.946943465,0.951466514,0.98828167,0.994607563
3.5E+12,0,0.999999147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09E-179,0,9.57E-13,9.63E-27,8.66E-08,8.18E-06,0.181031826,0.118475782,0.576784676,0.778746012,0.675175202,0.942535406,0.951385836,0.979486518,0.996290427
3.6E+12,0,0.999999159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68E-184,0,4.57E-13,1.84E-27,5.68E-08,6.07E-06,0.175025245,0.113162142,0.571431578,0.776846675,0.670054914,0.945909373,0.946036918,0.981000926,0.993379376
3.7E+12,0,0.99999917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-189,0,2.17E-13,3.56E-28,3.73E-08,4.52E-06,0.169039805,0.108465107,0.565931583,0.773416405,0.667309669,0.938440937,0.949963112,0.984843274,0.994364568
3.8E+12,0,0.999999181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-194,0,1.04E-13,6.79E-29,2.44E-08,3.37E-06,0.163296889,0.103753537,0.561853784,0.770861212,0.662058456,0.941965812,0.946917013,0.991089591,0.988770647
3.9E+12,0,0.999999192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75E-199,0,4.95E-14,1.30E-29,1.60E-08,2.50E-06,0.15793633,0.099329318,0.55623356,0.767939076,0.658091339,0.938615011,0.949166131,0.988265126,0.995744834
4E+12,0,0.999999202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-204,0,2.36E-14,2.50E-30,1.05E-08,1.86E-06,0.152702095,0.095156428,0.550888672,0.767830408,0.654062265,0.943018925,0.94237351,0.983443488,0.997682946
4.1E+12,0,0.999999212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32E-209,0,1.13E-14,4.81E-31,6.88E-09,1.38E-06,0.147789575,0.091141882,0.545404664,0.763646694,0.649482624,0.939688745,0.945452064,0.985440768,0.997324425
4.2E+12,0,0.999999221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-214,0,5.38E-15,9.27E-32,4.52E-09,1.03E-06,0.142715558,0.087098999,0.542130768,0.760755654,0.646548887,0.940341379,0.943321912,0.981721102,0.997639898
4.3E+12,0,0.99999923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-219,0,2.57E-15,1.78E-32,2.98E-09,7.64E-07,0.137947388,0.083572422,0.536784553,0.757118322,0.642277021,0.940476129,0.9449848,0.986325798,0.999203518
4.4E+12,0,0.999999239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67E-225,0,1.23E-15,3.44E-33,1.96E-09,5.70E-07,0.133446605,0.079804652,0.531090038,0.753464539,0.640641591,0.939827569,0.94035025,0.982177798,0.994950155
4.5E+12,0,0.999999248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57E-230,0,5.87E-16,6.59E-34,1.28E-09,4.26E-07,0.129126178,0.076764922,0.526582128,0.751324639,0.638298626,0.94070945,0.941726736,0.98683467,0.991506474
4.6E+12,0,0.999999256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56E-235,0,2.80E-16,1.27E-34,8.45E-10,3.16E-07,0.125126661,0.073215893,0.522634383,0.748645845,0.634133593,0.939448715,0.942845616,0.994128158,0.999955358
4.7E+12,0,0.999999264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70E-240,0,1.34E-16,2.44E-35,5.56E-10,2.36E-07,0.121094573,0.07042095,0.5189244,0.745962222,0.629952457,0.935663453,0.94114038,0.98372581,0.993366583
4.8E+12,0,0.999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96E-245,0,6.40E-17,4.70E-36,3.64E-10,1.76E-07,0.117204229,0.067418088,0.513474221,0.745038518,0.625063818,0.935587915,0.94117087,0.985062094,0.996455785
4.9E+12,0,0.999999279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32E-250,0,3.06E-17,9.05E-37,2.39E-10,1.31E-07,0.113457494,0.064737764,0.509140855,0.743479064,0.620925169,0.934615366,0.941637299,0.986397371,0.997936801
5E+12,0,0.999999286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-255,0,1.47E-17,1.74E-37,1.58E-10,9.75E-08,0.109908741,0.062039917,0.504634839,0.739592302,0.617254577,0.933597519,0.938835313,0.98003274,0.998696163
5.1E+12,0,0.999999293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-260,0,7.01E-18,3.37E-38,1.04E-10,7.28E-08,0.106368195,0.059461611,0.501275818,0.735992445,0.613582028,0.934409411,0.935883475,0.980201877,0.996926924
5.2E+12,0,0.9999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-265,0,3.35E-18,6.48E-39,6.82E-11,5.44E-08,0.1029555,0.05706525,0.496982337,0.733749957,0.61031476,0.931428131,0.938492729,0.984665723,0.987880785
5.3E+12,0,0.999999307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-270,0,1.61E-18,1.25E-39,4.50E-11,4.04E-08,0.099700868,0.054713426,0.492635485,0.730865714,0.605212979,0.932941954,0.939369729,0.989685406,0.997278668
5.4E+12,0,0.999999313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17E-275,0,7.68E-19,2.41E-40,2.96E-11,3.02E-08,0.096583807,0.052484825,0.487856095,0.728532846,0.603325385,0.927879976,0.940912612,0.986770458,0.990844301
5.5E+12,0,0.99999932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88E-280,0,3.67E-19,4.63E-41,1.94E-11,2.26E-08,0.093612845,0.05028052,0.485423385,0.72665385,0.599747459,0.929988615,0.933881462,0.983814165,0.996964572
5.6E+12,0,0.999999326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-285,0,1.76E-19,8.95E-42,1.28E-11,1.68E-08,0.090529269,0.048311469,0.480604217,0.723310032,0.595805184,0.927288209,0.936983591,0.98446092,0.998895439
5.7E+12,0,0.999999332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-290,0,8.43E-20,1.72E-42,8.46E-12,1.25E-08,0.087651741,0.046302387,0.476247114,0.723970988,0.592938074,0.92992299,0.934569546,0.982624463,0.999536803
5.8E+12,0,0.999999337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-295,0,4.05E-20,3.33E-43,5.57E-12,9.37E-09,0.084935954,0.044466667,0.471739165,0.720930746,0.589173613,0.927897437,0.938101832,0.983679139,0.993237513
5.9E+12,0,0.999999343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-300,0,1.93E-20,6.41E-44,3.65E-12,7.01E-09,0.082281301,0.042535921,0.469220404,0.717986179,0.58707153,0.928816321,0.931685454,0.982137882,0.991114695
6E+12,0,0.999999349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48E-306,0,9.28E-21,1.24E-44,2.41E-12,5.21E-09,0.079818186,0.0409573,0.465935244,0.714061455,0.583796293,0.928867319,0.933571612,0.985674944,0.997784354
6.1E+12,0,0.999999354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.273917163543e-311,0,4.45E-21,2.39E-45,1.59E-12,3.90E-09,0.0773706,0.039179617,0.461051373,0.711898005,0.581574727,0.928296096,0.933914923,0.990257579,0.992245533
6.2E+12,0,0.999999359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21404483e-316,0,2.13E-21,4.61E-46,1.04E-12,2.92E-09,0.074968907,0.037741192,0.457580667,0.710775898,0.579797888,0.928994526,0.933630668,0.984123978,0.999154043
6.3E+12,0,0.999999364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31e-321,0,1.02E-21,8.90E-47,6.90E-13,2.18E-09,0.072685079,0.036211041,0.454199966,0.707838412,0.57674288,0.928282215,0.931422802,0.984987186,0.999036173
6.4E+12,0,0.999999369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89E-22,1.72E-47,4.56E-13,1.62E-09,0.070484308,0.034720719,0.451123624,0.70573917,0.573581281,0.925126515,0.934510738,0.984463532,0.999704794
6.5E+12,0,0.999999374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-22,3.33E-48,3.00E-13,1.21E-09,0.068304953,0.033377911,0.447249759,0.704323871,0.569554476,0.92467792,0.931120275,0.980725033,0.996979981
6.6E+12,0,0.999999379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-22,6.40E-49,1.97E-13,9.08E-10,0.06618131,0.032043359,0.443693819,0.703463424,0.565784144,0.923566471,0.929952193,0.982016059,0.995101624
6.7E+12,0,0.999999384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-23,1.24E-49,1.31E-13,6.77E-10,0.064160923,0.030776061,0.440020723,0.700398797,0.562657562,0.923531569,0.930276583,0.983914771,0.992551562
6.8E+12,0,0.999999388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59E-23,2.39E-50,8.60E-14,5.07E-10,0.0621978,0.029555426,0.43757068,0.69768636,0.55979882,0.923694596,0.930239363,0.988677478,0.990322256
6.9E+12,0,0.999999393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-23,4.61E-51,5.66E-14,3.79E-10,0.060379105,0.028395095,0.43359598,0.695646689,0.557197279,0.921104334,0.930497307,0.987602661,0.999414371
7E+12,0,0.999999397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95E-24,8.91E-52,3.74E-14,2.83E-10,0.058437393,0.027207853,0.429986494,0.692394342,0.552952138,0.922716753,0.927959721,0.983060163,0.995673066
7.1E+12,0,0.999999401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86E-24,1.72E-52,2.47E-14,2.11E-10,0.056633861,0.026196951,0.426322142,0.690992022,0.550815056,0.918498535,0.9298341,0.984501922,0.999871839
7.2E+12,0,0.999999405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-24,3.33E-53,1.63E-14,1.58E-10,0.054922829,0.025071301,0.424054901,0.689045249,0.548384775,0.920253244,0.928271028,0.982480714,0.996859355
7.3E+12,0,0.999999409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57E-25,6.42E-54,1.07E-14,1.18E-10,0.053248163,0.024174863,0.421271381,0.686845862,0.544896711,0.917309902,0.929455702,0.981723661,0.998894949
7.4E+12,0,0.999999413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15E-25,1.25E-54,7.09E-15,8.82E-11,0.051718904,0.023128912,0.416993908,0.685949665,0.5423717,0.920014959,0.92408531,0.981923789,0.994435402
