Started
j,0,total,100000000112,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,24,data8,23,data9,46,data10,186,data11,582,data12,2772,data13,7753,data14,22221,data15,61596,data16,157055,data17,378566,data18,862774,data19,1906319,data20,4016591,data21,8161904,data22,16148946,data23,30942064,data24,57693737,data25,105058728,data26,186972317,data27,325526843,data28,555799270,data29,931758013,data30,1535208950,data31,2489312727,data32,100000000112,data33,1641111669,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:1641111669
j,1,total,200000000144,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,47,data8,46,data9,92,data10,373,data11,1163,data12,5546,data13,15499,data14,44455,data15,123223,data16,314034,data17,757156,data18,1725739,data19,3812389,data20,8032950,data21,16324525,data22,32298040,data23,61885210,data24,115390435,data25,210116615,data26,373949078,data27,651053549,data28,1111595108,data29,1863524687,data30,3070412608,data31,4978617442,data32,200000000144,data33,247393889,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:247393889
j,2,total,300000000336,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,70,data8,69,data9,140,data10,560,data11,1745,data12,8317,data13,23260,data14,66720,data15,184824,data16,470980,data17,1135760,data18,2588491,data19,5718337,data20,12049083,data21,24486938,data22,48447127,data23,92827407,data24,173085997,data25,315175471,data26,560922159,data27,976581622,data28,1667391770,data29,2795281139,data30,4605623829,data31,7467928206,data32,300000000336,data33,1059506837,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:1059506837
j,3,total,400000000400,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,93,data8,93,data9,186,data10,745,data11,2329,data12,11086,data13,31022,data14,88936,data15,246410,data16,628008,data17,1514350,data18,3451253,data19,7624639,data20,16065802,data21,32648588,data22,64596505,data23,123769175,data24,230779926,data25,420234162,data26,747896188,data27,1302108186,data28,2223191677,data29,3727040671,data30,6140837555,data31,9957232440,data32,400000000400,data33,3315238557,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:3315238557
j,4,total,500000000544,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,117,data8,116,data9,232,data10,931,data11,2909,data12,13859,data13,38767,data14,111171,data15,308045,data16,785024,data17,1892961,data18,4314186,data19,9530790,data20,20082374,data21,40810944,data22,80744998,data23,154711285,data24,288476107,data25,525292132,data26,934869347,data27,1627636005,data28,2778988701,data29,4658802535,data30,7676042103,data31,12446544395,data32,500000000544,data33,2832428173,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:2832428173
j,5,total,600000000608,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,140,data8,139,data9,279,data10,1119,data11,3492,data12,16631,data13,46516,data14,133406,data15,369649,data16,942013,data17,2271485,data18,5177011,data19,11436760,data20,24098505,data21,48973569,data22,96894179,data23,185653301,data24,346172363,data25,630351497,data26,1121844647,data27,1953162871,data28,3334784694,data29,5590563876,data30,9211246581,data31,14935855315,data32,600000000608,data33,3981449745,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:3981449745
j,6,total,700000000656,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,163,data8,163,data9,326,data10,1304,data11,4075,data12,19397,data13,54269,data14,155647,data15,431248,data16,1098969,data17,2650233,data18,6039793,data19,13342761,data20,28114899,data21,57135409,data22,113043201,data23,216595611,data24,403867367,data25,735409429,data26,1308817406,data27,2278691111,data28,3890581036,data29,6522321977,data30,10746465738,data31,17425158509,data32,700000000656,data33,2729024341,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:2729024341
j,7,total,800000000656,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,187,data8,186,data9,372,data10,1490,data11,4657,data12,22168,data13,62026,data14,177871,data15,492832,data16,1256039,data17,3028801,data18,6902577,data19,15249134,data20,32131490,data21,65297413,data22,129192254,data23,247537406,data24,461560815,data25,840468154,data26,1495790185,data27,2604218526,data28,4446381361,data29,7454080057,data30,12281675225,data31,19914468815,data32,800000000656,data33,2257684121,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:2257684121
j,8,total,900000000768,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,210,data8,209,data9,418,data10,1677,data11,5238,data12,24939,data13,69773,data14,200103,data15,554484,data16,1413006,data17,3407393,data18,7765538,data19,17155247,data20,36147986,data21,73460004,data22,145341065,data23,278480540,data24,519257662,data25,945526324,data26,1682766895,data27,2929745339,data28,5002176076,data29,8385846021,data30,13816879090,data31,22403774811,data32,900000000768,data33,3664483497,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:3664483497
j,9,total,1000000000896,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,233,data8,232,data9,466,data10,1864,data11,5819,data12,27714,data13,77529,data14,222366,data15,616069,data16,1569974,data17,3785993,data18,8628224,data19,19061140,data20,40163992,data21,81622409,data22,161490450,data23,309422595,data24,576953148,data25,1050584761,data26,1869739395,data27,3255272299,data28,5557973645,data29,9317604309,data30,15352088176,data31,24893087254,data32,1000000000896,data33,4210239529,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:4210239529
j,10,total,1100000000976,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,256,data8,256,data9,512,data10,2049,data11,6402,data12,30480,data13,85296,data14,244581,data15,677649,data16,1726993,data17,4164597,data18,9491063,data19,20967355,data20,44180691,data21,89784071,data22,177639737,data23,340364556,data24,634647763,data25,1155643576,data26,2056714234,data27,3580799708,data28,6113773155,data29,10249364099,data30,16887303523,data31,27382387459,data32,1100000000976,data33,2712022037,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:2712022037
j,11,total,1200000001008,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,280,data8,279,data9,558,data10,2235,data11,6984,data12,33254,data13,93039,data14,266809,data15,739295,data16,1884004,data17,4543180,data18,10353927,data19,22873607,data20,48197357,data21,97946432,data22,193788359,data23,371306556,data24,692343438,data25,1260700980,data26,2243686734,data27,3906327820,data28,6669570701,data29,11181124876,data30,18422507666,data31,29871701693,data32,1200000001008,data33,4265442305,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:4265442305
j,12,total,1300000001008,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,303,data8,302,data9,605,data10,2423,data11,7566,data12,36024,data13,100788,data14,289058,data15,800900,data16,2041018,data17,4921718,data18,11216767,data19,24779569,data20,52213538,data21,106108964,data22,209937419,data23,402248575,data24,750039600,data25,1365761095,data26,2430662075,data27,4231854432,data28,7225366652,data29,12112887086,data30,19957710396,data31,32361013190,data32,1300000001008,data33,3182037237,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,5832427534715248656,data65,16281903161233701040,
 next:3182037237
