100000000000,0.0,0.0,0.0,0.0,0.0,0.2018522839454928,0.23792263780777195,0.9286141181477092
200000000000,0.0,0.0,0.0,0.0,0.0,0.07079642710499467,0.09365312757326559,0.9258593131183684
300000000024,0.0,0.0,0.0,0.0,0.0,0.026958319921665235,0.04070698306425999,0.9351416593486337
400000000176,0.0,0.0,0.0,0.0,0.0,0.01057783580590909,0.018253179089090067,0.9516448754867468
500000000288,0.0,0.0,0.0,0.0,0.0,0.0042759481031733795,0.008258901429494342,0.9584363635352635
600000000352,0.0,0.0,0.0,0.0,0.0,0.0017343330188218536,0.003736131949593447,0.9746837617614723
700000000484,0.0,0.0,0.0,0.0,0.0,0.0007125090063245557,0.0017880845076262116,0.9673205332810515
800000000616,0.0,0.0,0.0,0.0,0.0,0.0002976178514197033,0.000856990251885082,0.9591422558680536
900000000628,0.0,0.0,0.0,0.0,0.0,0.0001247949807731246,0.0004017278903945086,0.9393022826610847
1000000000716,0.0,0.0,0.0,0.0,0.0,5.26653205312129e-05,0.00019103543286847537,0.9388258996402679
1100000000744,0.0,0.0,0.0,0.0,0.0,2.2194149089310014e-05,9.053940682462741e-05,0.9439449335708556
1200000000764,0.0,0.0,0.0,0.0,0.0,9.440290064353992e-06,4.346354666007216e-05,0.9456998244647828
1300000000784,0.0,0.0,0.0,0.0,0.0,3.995323039468867e-06,2.086254770636744e-05,0.952148505549163
1400000000848,0.0,0.0,0.0,0.0,0.0,1.6946712028288776e-06,9.96017884080244e-06,0.9647496261326771
1500000000856,0.0,0.0,0.0,0.0,0.0,7.265492620405422e-07,4.830103904521729e-06,0.9577423031133917
1600000000856,0.0,0.0,0.0,0.0,0.0,3.116976344469949e-07,2.3559219092020745e-06,0.9405914557561053
1700000000912,0.0,0.0,0.0,0.0,0.0,1.3382007733167563e-07,1.1658623266234546e-06,0.9358916008900234
1800000001096,0.0,0.0,0.0,0.0,0.0,5.740659736734202e-08,5.634437901059193e-07,0.9332315653693435
1900000001100,0.0,0.0,0.0,0.0,0.0,2.4772421759842317e-08,2.6838669903597934e-07,0.9393022826610847
2000000001288,0.0,0.0,0.0,0.0,0.0,1.061643016504278e-08,1.319337757079942e-07,0.9402665342404589
2100000001360,0.0,0.0,0.0,0.0,0.0,4.559661977584473e-09,6.485860393556143e-08,0.9464179743908662
2200000001516,0.0,0.0,0.0,0.0,0.0,1.973051679799478e-09,3.1321144185170646e-08,0.9464179743908662
2300000001532,0.0,0.0,0.0,0.0,0.0,8.540116316007431e-10,1.5037410465681932e-08,0.9449911065900793
2400000001588,0.0,0.0,0.0,0.0,0.0,3.6945729210564673e-10,7.477855815939648e-09,0.9295680222776129
2500000001660,0.0,0.0,0.0,0.0,0.0,1.5955002990028088e-10,3.699748756905053e-09,0.9268759375361094
2600000001696,0.0,0.0,0.0,0.0,0.0,6.9375482333412e-11,1.8140756255125991e-09,0.9295680222776129
2700000001880,0.0,0.0,0.0,0.0,0.0,2.993870428073507e-11,8.860784949759245e-10,0.9323683416107192
2800000002088,0.0,0.0,0.0,0.0,0.0,1.2920936353000092e-11,4.2857571378548077e-10,0.9396219757522075
2900000002172,0.0,0.0,0.0,0.0,0.0,5.620891595651804e-12,2.1091981024345493e-10,0.942243680072398
3000000002208,0.0,0.0,0.0,0.0,0.0,2.447312542719881e-12,1.0420907733379568e-10,0.9396219757522075
3100000002260,0.0,0.0,0.0,0.0,0.0,1.0622572148711643e-12,5.060445800782621e-11,0.9290213477985798
