Started
j,0,total,100000000096,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,6,data9,44,data10,150,data11,772,data12,2510,data13,7711,data14,22704,data15,61672,data16,156547,data17,375793,data18,863378,data19,1898597,data20,4006261,data21,8174888,data22,16138283,data23,30933174,data24,57736841,data25,105078310,data26,186916906,data27,325536799,data28,555809367,data29,931737723,data30,1535235532,data31,2489306038,data32,100000000096,data33,1456255276,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:1456255276
j,1,total,200000000192,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,12,data9,91,data10,324,data11,1538,data12,4952,data13,15324,data14,45505,data15,123062,data16,312687,data17,750514,data18,1726294,data19,3799024,data20,8009955,data21,16348865,data22,32273442,data23,61871388,data24,115464279,data25,210159642,data26,373839548,data27,651096993,data28,1111618067,data29,1863466044,data30,3070457263,data31,4978615199,data32,200000000192,data33,393698502,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:393698502
j,2,total,300000000208,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,16,data9,135,data10,476,data11,2317,data12,7477,data13,23053,data14,68090,data15,184669,data16,469317,data17,1126372,data18,2589417,data19,5696926,data20,12015678,data21,24524307,data22,48412917,data23,92804322,data24,173200606,data25,315243482,data26,560757977,data27,976635359,data28,1667422261,data29,2795201742,data30,4605681873,data31,7467931224,data32,300000000208,data33,1805422922,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:1805422922
j,3,total,400000000224,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,23,data9,179,data10,645,data11,3062,data12,9911,data13,30607,data14,90971,data15,246133,data16,625448,data17,1501103,data18,3452436,data19,7597506,data20,16020087,data21,32697333,data22,64546843,data23,123742820,data24,230928169,data25,420319986,data26,747677454,data27,1302190525,data28,2223243005,data29,3726929876,data30,6140913701,data31,9957232191,data32,400000000224,data33,461906760,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:461906760
j,4,total,500000000240,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,28,data9,224,data10,801,data11,3849,data12,12452,data13,38371,data14,113557,data15,307624,data16,782059,data17,1876906,data18,4315181,data19,9495732,data20,20025197,data21,40873681,data22,80686224,data23,154678369,data24,288664162,data25,525406399,data26,934606616,data27,1627727161,data28,2779035904,data29,4658662491,data30,7676136383,data31,12446550644,data32,500000000240,data33,2049537576,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:2049537576
j,5,total,600000000240,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,35,data9,269,data10,961,data11,4605,data12,14882,data13,45919,data14,136409,data15,369236,data16,938335,data17,2251581,data18,5178596,data19,11396184,data20,24029676,data21,49045715,data22,96820857,data23,185613940,data24,346392197,data25,630479949,data26,1121518699,data27,1953282938,data28,3334861458,data29,5590398152,data30,9211368520,data31,14935850902,data32,600000000240,data33,3156490512,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:3156490512
j,6,total,700000000336,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,40,data9,317,data10,1127,data11,5387,data12,17425,data13,53612,data14,159006,data15,430630,data16,1094824,data17,2627224,data18,6041040,data19,13294699,data20,28034862,data21,57223464,data22,112958196,data23,216549045,data24,404127117,data25,735565999,data26,1308448857,data27,2278827872,data28,3890648053,data29,6522132926,data30,10746585793,data31,17425172506,data32,700000000336,data33,354976184,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:354976184
j,7,total,800000000336,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,47,data9,355,data10,1285,data11,6140,data12,19886,data13,61252,data14,181856,data15,492328,data16,1251068,data17,3002284,data18,6904632,data19,15195062,data20,32039855,data21,65394232,data22,129095630,data23,247483698,data24,461858573,data25,840637462,data26,1495362322,data27,2604373403,data28,4446475567,data29,7453869036,data30,12281822861,data31,19914471187,data32,800000000336,data33,900267307,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:900267307
j,8,total,900000000432,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,52,data9,405,data10,1453,data11,6933,data12,22387,data13,68884,data14,204506,data15,553623,data16,1407563,data17,3377557,data18,7767210,data19,17093809,data20,36043823,data21,73571818,data22,145230944,data23,278421243,data24,519590215,data25,945727556,data26,1682293157,data27,2929920745,data28,5002264675,data29,8385596931,data30,13817042633,data31,22403791905,data32,900000000432,data33,3732560652,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:3732560652
j,9,total,1000000000432,data0,0,data1,0,data2,0,data3,0,data4,0,data5,0,data6,0,data7,0,data8,59,data9,448,data10,1608,data11,7681,data12,24883,data13,76588,data14,227308,data15,615330,data16,1563816,data17,3753125,data18,8630647,data19,18993431,data20,40049664,data21,81745186,data22,161369513,data23,309353658,data24,577326474,data25,1050801006,data26,1869204920,data27,3255459417,data28,5558088122,data29,9317333457,data30,15352279848,data31,24893093838,data32,1000000000432,data33,1196380379,data34,0,data35,0,data36,0,data37,0,data38,0,data39,0,data40,0,data41,0,data42,0,data43,0,data44,0,data45,0,data46,0,data47,0,data48,0,data49,0,data50,0,data51,0,data52,0,data53,0,data54,0,data55,0,data56,0,data57,0,data58,0,data59,0,data60,0,data61,0,data62,0,data63,0,data64,0,data65,0,
 next:1196380379
